Source,Volume_No,Chapter_No,Hadith_No,Chapter,Text
Sahih Bukhari,1,2,49,Belief,"Narrated by An-Nu'man bin Bashir: I heard Allah's Apostle saying, 'Both legal and illegal things are evident but in between them there are doubtful (suspicious) things and most of the people have no knowledge about them. So whoever saves himself from these suspicious things saves his religion and his honor. And whoever indulges in these suspicious things is like a shepherd who grazes (his animals) near the Hima (private pasture) of someone else and at any moment he is liable to get in it. (O people!) Beware! Every king has a Hima and the Hima of Allah on the earth is His illegal (forbidden) things. Beware! There is a piece of flesh in the body if it becomes good (reformed) the whole body becomes good but if it gets spoilt the whole body gets spoilt and that is the heart."
Sahih Bukhari,1,2,50,Belief,"Narrated by Abu Jamra: I used to sit with Ibn 'Abbas and he made me sit on his sitting place. He requested me to stay with him in order that he might give me a share from his property. So I stayed with him for two months. Once he told (me) that when the delegation of the tribe of 'Abdul Qais came to the Prophet, the Prophet asked them, ""Who are the people (i.e. you)? (Or) who are the delegate?"" They replied, ""We are from the tribe of Rabi'a."" Then the Prophet said to them, ""Welcome! O people (or O delegation of 'Abdul Qais)! Neither will you have disgrace nor will you regret."" They said, ""O Allah's Apostle! We cannot come to you except in the sacred month and there is the infidel tribe of Mudar intervening between you and us. So please order us to do something good (religious deeds) so that we may inform our people whom we have left behind (at home), and that we may enter Paradise (by acting on them)."" Then they asked about drinks (what is legal and what is illegal). The Prophet ordered them to do four things and forbade them from four things. He ordered them to believe in Allah Alone and asked them, ""Do you know what is meant by believing in Allah Alone?"" They replied, ""Allah and His Apostle know better."" Thereupon the Prophet said, ""It means: 1. To testify that none has the right to be worshipped but Allah and Muhammad is Allah's Apostle. 2. To offer prayers perfectly 3. To pay the Zakat (obligatory charity) 4. To observe fast during the month of Ramadan. 5. And to pay Al-Khumus (one fifth of the booty to be given in Allah's Cause). Then he forbade them four things, namely, Hantam, Dubba,' Naqir Ann Muzaffat or Muqaiyar; (These were the names of pots in which Alcoholic drinks were prepared) (The Prophet mentioned the container of wine and he meant the wine itself). The Prophet further said (to them): ""Memorize them (these instructions) and convey them to the people whom you have left behind."""
Sahih Bukhari,1,2,51,Belief,"Narrated by 'Umar bin Al-Khattab: Allah's Apostle said, ""The reward of deeds depends upon the intention and every person will get the reward according to what he has intended. So whoever emigrated for Allah and His Apostle, then his emigration was for Allah and His Apostle. And whoever emigrated for worldly benefits or for a woman to marry, his emigration was for what he emigrated for."""
Sahih Bukhari,1,2,52,Belief,"Narrated by Abu Mas'ud: The Prophet said, ""If a man spends on his family (with the intention of having a reward from Allah) sincerely for Allah's sake then it is a (kind of) alms-giving in reward for him."
Sahih Bukhari,1,2,53,Belief,"Narrated by Sa'd bin Abi Waqqas: Allah's Apostle said, ""You will be rewarded for whatever you spend for Allah's sake even if it were a morsel which you put in your wife's mouth."""
Sahih Bukhari,1,2,54,Belief,Narrated by Jarir bin Abdullah: I gave the pledge of allegiance to Allah's Apostle for the following: 1. offer prayers perfectly 2. pay the Zakat (obligatory charity) 3. and be sincere and true to every Muslim.
Sahih Bukhari,1,2,55,Belief,"Narrated by Ziyad bin'Ilaqa: I heard Jarir bin 'Abdullah (Praising Allah). On the day when Al-Mughira bin Shu'ba died, he (Jarir) got up (on the pulpit) and thanked and praised Allah and said, ""Be afraid of Allah alone Who has none along with Him to be worshipped.(You should) be calm and quiet till the (new) chief comes to you and he will come to you soon. Ask Allah's forgiveness for your (late) chief because he himself loved to forgive others."" Jarir added, ""Amma badu (now then), I went to the Prophet and said, 'I give my pledge of allegiance to you for Islam."" The Prophet conditioned (my pledge) for me to be sincere and true to every Muslim so I gave my pledge to him for this. By the Lord of this mosque! I am sincere and true to you (Muslims). Then Jarir asked for Allah's forgiveness and came down (from the pulpit)."
Sahih Bukhari,1,3,56,Knowledge,"Narrated by Abu Huraira: While the Prophet was saying something in a gathering, a Bedouin came and asked him, ""When would the Hour (Doomsday) take place?"" Allah's Apostle continued his talk, so some people said that Allah's Apostle had heard the question, but did not like what that Bedouin had asked. Some of them said that Alllah's Apostle had not heard it. When the Prophet finished his speech, he said, ""Where is the questioner, who enquired about the Hour (Doomsday)?"" The Bedouin said, ""I am here, O Allah's Apostle ."" Then the Prophet said, ""When honesty is lost, then wait for the Hour (Doomsday)."" The Bedouin said, ""How will that be lost?"" The Prophet said, ""When the power or authority comes in the hands of unfit persons, then wait for the Hour (Doomsday.)"""
Sahih Bukhari,1,3,57,Knowledge,"Narrated by 'Abdullah bin 'Amr: Once the Prophet remained behind us in a journey. He joined us while we were performing ablution for the prayer which was over-due. We were just passing wet hands over our feet (and not washing them properly) so the Prophet addressed us in a loud voice and said twice or thrice: ""Save your heels from the fire."""
Sahih Bukhari,1,3,58,Knowledge,"Narrated by Ibn 'Umar: Allah's Apostle said, ""Amongst the trees, there is a tree, the leaves of which do not fall and is like a Muslim. Tell me the name of that tree."" Everybody started thinking about the trees of the desert areas. And I thought of the date-palm tree but felt shy to answer the others then asked, ""What is that tree, O Allah's Apostle ?"" He replied, ""It is the date-palm tree."""
Sahih Bukhari,1,3,59,Knowledge,"Narrated by Ibn 'Umar: The Prophet said, ""Amongst the trees, there is a tree, the leaves of which do not fall and is like a Muslim. Tell me the name of that tree."" Everybody started thinking about the trees of the desert areas. And I thought of the date-palm tree. The others then asked, ""Please inform us what is that tree, O Allah's Apostle?"" He replied, ""It is the date-palm tree."""
Sahih Bukhari,1,3,60,Knowledge,Narrated by Ibn Umar: same as above Hadith 59.
Sahih Bukhari,1,3,61,Knowledge,Narrated by Ibn Umar: same as above Hadith 59.
Sahih Bukhari,1,3,62,Knowledge,Narrated by Ibn Umar: same as above Hadith 59.
Sahih Bukhari,1,3,63,Knowledge,"Narrated by Anas bin Malik: While we were sitting with the Prophet in the mosque, a man came riding on a camel. He made his camel kneel down in the mosque, tied its foreleg and then said: ""Who amongst you is Muhammad?"" At that time the Prophet was sitting amongst us (his companions) leaning on his arm. We replied, ""This white man reclining on his arm."" The an then addressed him, ""O Son of 'Abdul Muttalib."" The Prophet said, ""I am here to answer your questions."" The man said to the Prophet, ""I want to ask you something and will be hard in questioning. So do not get angry."" The Prophet said, ""Ask whatever you want."" The man said, ""I ask you by your Lord, and the Lord of those who were before you, has Allah sent you as an Apostle to all the mankind?"" The Prophet replied, ""By Allah, yes."" The man further said, ""I ask you by Allah. Has Allah ordered you to offer five prayers in a day and night (24 hours).? He replied, ""By Allah, Yes."" The man further said, ""I ask you by Allah! Has Allah ordered you to observe fasts during this month of the year (i.e. Ramadan)?"" He replied, ""By Allah, Yes."" The man further said, ""I ask you by Allah. Has Allah ordered you to take Zakat (obligatory charity) from our rich people and distribute it amongst our poor people?"" The Prophet replied, ""By Allah, yes."" Thereupon that man said, ""I have believed in all that with which you have been sent, and I have been sent by my people as a messenger, and I am Dimam bin Tha'laba from the brothers of Bani Sa'd bin Bakr."""
